id,title,series,author,genre,date_published,publisher,num_of_page,lang,review_count,rate,award
1256,"Crooked Kingdom (Six of Crows, #2)","
        (Six of Crows  #2)
",Leigh Bardugo,"Fantasy,Young Adult,Fiction,Young Adult,Young Adult Fantasy,LGBT,Romance,Fantasy,Magic,Adventure,Fantasy,High Fantasy",September 27th 2016,Orion Children's Books,561,English,"44,639",4.59,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2016)
1257,"Shadowland (The Immortals, #3)","
        (The Immortals #3)
",Alyson Noel,"Young Adult,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Supernatural,Romance,Paranormal Romance,Fiction,Fantasy,Magic,Fantasy,Urban Fantasy",November 17th 2009,St. Martin's Griffin,339,English,"2,584",3.66,"Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2009),Teen Read Award Nominee for Best Read (2010)"
1258,"Crooked Letter, Crooked Letter",,Tom Franklin,"Mystery,Fiction,Mystery,Crime,American,Southern,Thriller,Thriller,Mystery Thriller,Audiobook,Adult Fiction,Gothic,Southern Gothic",October 5th 2010,William Morrow,274,English,"4,935",3.84,"Barry Award Nominee for Best Novel (2011),Anthony Award Nominee for Best Novel (2011),Hammett Prize Nominee (2010),Romantic Times Reviewers' Choice Award (RT Award) for Best Contemporary Mystery (2010),Los Angeles Times Book Prize for Mystery/Thriller (2010)"
1259,"Magic Bites (Kate Daniels, #1)","
        (Kate Daniels #1)
",Ilona Andrews,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Fantasy,Magic,Paranormal,Vampires,Romance,Romance,Paranormal Romance,Fiction,Adult",March 27th 2007,Ace,261,English,"7,509",4.03,DABWAHA Romance Tournament for Best Novel with Romantic Elements/Crossover (2008)
1260,"Spell Bound (Hex Hall, #3)","
        (Hex Hall #3)
","Rachel Hawkins,R. Khokins","Young Adult,Fantasy,Fantasy,Paranormal,Fantasy,Magic,Romance,Paranormal,Vampires,Paranormal,Witches,Fantasy,Supernatural,Paranormal,Demons",March 13th 2012,Hyperion Book CH,327,English,"4,171",4.05,
1261,Colonization (Colonization #1-5),"
        (Colonization #1-5)
",Scott McElhaney,,September 29th 2015,Superluminal Publishing,425,English,5,3.89,
1262,Youth,"
        (Scenes from Provincial Life #2)
",J.M. Coetzee,"Fiction,Cultural,Africa,Southern Africa,South Africa,Literature,Nobel Prize,Novels,Contemporary,Literary Fiction,Literature,21st Century",October 7th 2003,"Penguin Books

            ,",176,English,454,3.79,
1263,"Unearthly (Unearthly, #1)","
        (Unearthly #1)
",Cynthia Hand,"Young Adult,Fantasy,Paranormal,Angels,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fantasy,Supernatural,Fantasy,Urban Fantasy,Fiction",January 4th 2011,HarperTeen,435,English,"7,844",4,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)
1264,"Eleven on Top (Stephanie Plum, #11)","
        (Stephanie Plum #11)
",Janet Evanovich,"Mystery,Fiction,Humor,Womens Fiction,Chick Lit,Romance,Mystery,Crime,Humor,Comedy,Thriller,Mystery Thriller,Contemporary",June 20th 2006,"St. Martin's Press

            ,",321,English,"2,120",4.15,
1265,"Fool's Fate (Tawny Man, #3)","
        (The Tawny Man #3)
",Robin Hobb,"Fantasy,Fiction,Fantasy,Dragons,Fantasy,Magic,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Epic,Audiobook,Adventure",November 23rd 2004,"Spectra

            ,",914,,"2,063",4.44,
1266,"Words of Radiance (The Stormlight Archive, #2)","
        (The Stormlight Archive #2)
",Brandon Sanderson,"Fantasy,Fiction,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Audiobook,Fantasy,Magic,Adult,Science Fiction Fantasy,Adventure",March 4th 2014,Tor Books,1087,English,"14,840",4.73,"Locus Award Nominee for Best Fantasy Novel (2015),David Gemmell Legend Award for Best Fantasy Novel (2015),David Gemmell Ravenheart Award for Best Fantasy Cover Art (2015),Goodreads Choice Award Nominee for Fantasy (2014),Reddit r/fantasy Stabby Award for Best Novel (2014)"
1267,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,,"Jim  Dwyer,Kevin Flynn","Nonfiction,History,Crime,True Crime,North American Hi...,American History,War,Terrorism,Historical,Biography,Adventure,Survival,War",January 12th 2005,"Times Books

            ,",322,English,"1,135",4.28,National Book Award Finalist for Nonfiction (2005)
1268,Skippy Dies,,Paul Murray,"Fiction,Contemporary,Cultural,Ireland,Literary Fiction,Young Adult,Young Adult,Coming Of Age,European Literature,Irish Literature,Humor,Novels",January 1st 2010,Hamish Hamilton,661,English,"2,511",3.73,"Booker Prize Nominee for Longlist (2010),Costa Book Award Nominee (2010),Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2010),National Book Critics Circle Award Nominee for Fiction (2010),Dioraphte Jongerenliteratuurprijs for vertaald boek (2012)"
1269,"The Twelve (The Passage, #2)","
        (The Passage #2)
",Justin Cronin,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Post Apocalyptic,Paranormal,Vampires,Science Fiction,Dystopia,Thriller,Audiobook",October 16th 2012,The Random House Publishing Group,568,English,"7,824",4.01,Goodreads Choice Award for Horror (2012)
1270,If I Wake,,Nikki Moyes,"Young Adult,Magical Realism,Contemporary,Fantasy,Science Fiction,Time Travel,Health,Mental Health,Mental Health,Mental Illness,Fiction,Science Fiction",August 10th 2016,Inspiring Publishers,276,English,119,3.94,
1271,"Dark Guardian (Dark Guardian, #1)",,Ammar Habib,"Thriller,Action,Comics,Superheroes,Fiction,Mystery,Crime",October 27th 2016,"Ammar Habib

            ,",334,English,539,4.21,
1272,"Evernight (Evernight, #1)","
        (Evernight #1)
",Claudia Gray,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy",May 27th 2008,HarperTeen,327,English,"3,354",3.65,
1273,"The Edge of Never (The Edge of Never, #1)","
        (The Edge of Never #1)
",J.A. Redmerski,"Romance,New Adult,Contemporary,Romance,Contemporary Romance,Young Adult,Fiction,Womens Fiction,Chick Lit,Travel,Road Trip,Adult",November 15th 2012,"Createspace

            ,",426,English,"11,343",4.23,
1274,Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters,,"Gleb Tsipursky,Howard J. Ross","Business,Leadership,Nonfiction,Psychology,Self Help,Business,Management,Self Help,Personal Development,Science,Buisness",November 1st 2019,Career Press,224,English,82,4.31,
1275,The Innocent,,Harlan Coben,"Mystery,Thriller,Fiction,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Adult,Audiobook,Adventure",April 25th 2006,"Dutton

            ,",503,English,"1,865",3.98,
1276,"Love, Lex (The Undergrad Years, #1)","
        (The Undergrad Years #1)
",Avery Aster,"New Adult,Romance,Contemporary,Adult Fiction,Erotica,Romance,Contemporary Romance,Young Adult,Humor,Business,Amazon,Romance,Erotic Romance",April 10th 2014,"CreateSpace

            ,",218,English,348,3.3,
1277,Laços fortes e decisões difíceis,,Graça Jacinto,,Nov-12,Folheto Edições,415,Portuguese,0,4.55,
1278,Off the Grid: The Catalyst,,Brian  Courtney,"New Adult,Suspense,Thriller,Mystery,Modern,Young Adult,Speculative Fiction,Adventure,Literature,21st Century",March 24th 2015,"Self Published

            ,",270,English,29,4.18,
1279,Spilled Milk,,K.L. Randis,"Nonfiction,Autobiography,Memoir,Crime,True Crime,Biography,Sociology,Abuse,Audiobook,Mystery,Crime,Psychology,Biography,Autobiography",December 4th 2013,"Amazon Digital Services

            ,",276,English,"3,151",4.35,
1280,The Circle,"
        (The Circle #1)
",Dave Eggers,"Fiction,Science Fiction,Science Fiction,Dystopia,Contemporary,Audiobook,Adult,Novels,Thriller,Science,Technology",October 8th 2013,Knopf,493,English,"23,882",3.44,"John W. Campbell Memorial Award Nominee (2014),Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2015),Dioraphte Jongerenliteratuurprijs Nominee (2014),Mary Shelley Award for Outstanding Fictional Work (2015),Andrew Carnegie Medal Nominee for Fiction (2014)"
1281,Flight Behavior,,Barbara Kingsolver,"Fiction,Literary Fiction,Contemporary,Environment,Environment,Climate Change,Novels,Adult Fiction,Book Club,Environment,Nature",November 6th 2012,"HarperCollins 

            ,",436,English,"10,267",3.78,"Orion Book Award Nominee (2013),Women's Prize for Fiction Nominee (2013),Andrew Carnegie Medal Nominee for Fiction (2013),Weatherford Award for Fiction (2012),Goodreads Choice Award Nominee for Fiction (2012)"
1282,"I, Lucifer",,Glen Duncan,"Fiction,Fantasy,Humor,Horror,Religion,Fantasy,Supernatural,Fantasy,Paranormal,Contemporary,Fantasy,Urban Fantasy",April 2nd 2003,"Grove Press

            ,",272,English,934,3.61,
1283,"44 Scotland Street (44 Scotland Street, #1)","
        (44 Scotland Street #1)
","Alexander McCall Smith,Iain McIntosh","Fiction,Cultural,Scotland,Mystery,Contemporary,Humor,Audiobook,Adult Fiction,European Literature,British Literature,Novels",June 14th 2005,"Anchor

            ,",325,English,"2,529",3.61,
1284,The Mystery of Revenge (Back Bay Investigation #0),"
        (Back Bay Investigation #0)
",G.X. Chen,"Mystery,Fiction",June 11th 2013,Tate Publishing & Enterprises,164,English,19,4.15,
1285,NW,,Zadie Smith,"Fiction,Contemporary,Novels,Literary Fiction,European Literature,British Literature,Unfinished,Literature,Adult,Literature,21st Century",September 4th 2012,Hamish Hamilton,296,English,"3,667",3.47,"National Book Critics Circle Award Nominee for Fiction (2012),The Royal Society of Literature Ondaatje Prize Nominee (2013),Women's Prize for Fiction Nominee (2013)"
1286,A Long Way Down,,Nick Hornby,"Fiction,Contemporary,Humor,Novels,European Literature,British Literature,Adult Fiction,Adult,Audiobook,Health,Mental Health",May 2nd 2006,"Riverhead Books

            ,",368,English,"5,222",3.44,Los Angeles Times Book Prize Nominee for Fiction (2005)
1287,Whale Talk,,Chris Crutcher,"Young Adult,Sports,Sports,Fiction,Realistic Fiction,Young Adult,Teen,Contemporary,Academic,School,Literature,Banned Books,Young Adult,Coming Of Age",December 10th 2002,"Laurel Leaf

            ,",224,English,"1,193",3.97,"Rhode Island Teen Book Award Nominee (2002),California Young Readers Medal Nominee for Young Adult (2004),Washington State Book Award (2002),Missouri Gateway Readers Award Nominee (2004)"
1288,"Ruby Red (Precious Stone Trilogy, #1)","
        (Edelstein-Trilogie #1)
","Kerstin Gier,Anthea Bell","Fantasy,Young Adult,Science Fiction,Time Travel,Romance,Historical,Historical Fiction,Science Fiction,Fiction,Historical,Fantasy,Paranormal",May 10th 2011,"Henry Holt

            ,",324,English,"10,658",4.09,
1289,Lighthousekeeping,,Jeanette Winterson,"Fiction,LGBT,Queer,LGBT,Contemporary,Literary Fiction,Magical Realism,Literature,European Literature,British Literature,Historical,Historical Fiction",April 3rd 2006,"Mariner Books

            ,",232,English,776,3.86,"Lambda Literary Award Nominee for Lesbian Fiction (2005),Premi Llibreter de narrativa Nominee (2005)"
1290,Haunted,,Chuck Palahniuk,"Horror,Fiction,Short Stories,Contemporary,Thriller,Novels,Adult,Dark,Mystery",April 11th 2006,"Anchor

            ,",419,English,"4,632",3.6,
1291,Cosmopolis,,Don DeLillo,"Fiction,Contemporary,Novels,Literature,American,Literature,Literary Fiction,New York,American,Americana,The United States Of America",2003,Picador,209,English,"1,425",3.23,
1292,Lights on the Sea,,"Miquel Reina,Catherine E. Nelson","Fiction,Fantasy,Magical Realism,Adventure,European Literature,Spanish Literature,Contemporary,Family,Cultural,Spain,Adult",September 25th 2018,"AmazonCrossing

            ,",272,English,493,3.98,
1293,"His Majesty's Dragon (Temeraire, #1)","
        (Temeraire #1)
",Naomi Novik,"Fantasy,Fantasy,Dragons,Historical,Historical Fiction,Fiction,Historical,Science Fiction,Alternate History,Historical Fiction,Historical Fantasy,Adventure,Science Fiction Fantasy",March 28th 2006,"Del Rey

            ,",356,English,"7,010",4.03,"Hugo Award Nominee for Best Novel (2007),Locus Award for Best First Novel (2007),Compton Crook Award (2007)"
1294,"1Q84 Book 1 (1Q84, #1)","
        (1Q84 #1)
","Haruki Murakami,村上 春樹","Fiction,Fantasy,Cultural,Japan,Asian Literature,Japanese Literature,Magical Realism,Novels,Contemporary,Science Fiction,Literature",May 1st 2009,Shinchosha/Tsai Fong Books,554,Japanese,"2,406",4.01,
1295,"You Really Are Full of Shit, Aren't You?",,Karl Wiggins,"Humor,Humor,Comedy",January 3rd 2015,"Karl Wiggins

            ,",263,English,17,4.14,
1296,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",,Katherine Boo,"Nonfiction,Cultural,India,History,Cultural,Asia,Social Issues,Poverty,Audiobook,Book Club,Travel,Sociology",February 7th 2012,Random House,278,English,"11,115",3.97,"Pulitzer Prize Nominee for General Nonfiction (2013),National Book Award for Nonfiction (2012),Guardian First Book Award Nominee (2012),PEN/John Kenneth Galbraith Award for Nonfiction (2013),Helen Bernstein Book Award for Excellence in Journalism (2013)"
1297,The Mystic Saga Omnibus (The Mystic Saga #1-5),"
        (The Mystic Saga #1-5)
",Scott McElhaney,Science Fiction,August 12th 2012,Superluminal,548,English,27,3.86,
1298,The Cat's Table,,Michael Ondaatje,"Fiction,Historical,Historical Fiction,Cultural,Canada,Young Adult,Coming Of Age,Literary Fiction,Book Club,Novels,Literature,Historical",2011,Cape,269,English,"3,196",3.61,"Hammett Prize Nominee (2011),Scotiabank Giller Prize Nominee (2011),Los Angeles Times Book Prize Nominee for Fiction (2011),Dayton Literary Peace Prize Nominee for Fiction (2012),Andrew Carnegie Medal Nominee for Fiction (2012)"
1299,"The Immortals of Meluha (Shiva Trilogy, #1)","
        (Shiva Trilogy #1)
",Amish Tripathi,"Fiction,Fantasy,Fantasy,Mythology,Asian Literature,Indian Literature,Cultural,India,Historical,Historical Fiction,Amish,Novels,Adventure",April 1st 2010,"Westland 

            ,",436,English,"6,190",4.11,
1300,"Undead and Unwed (Undead, #1)","
        (Undead #1)
",MaryJanice Davidson,"Paranormal,Vampires,Fantasy,Paranormal,Romance,Fantasy,Romance,Paranormal Romance,Fantasy,Urban Fantasy,Womens Fiction,Chick Lit,Humor,Fiction",March 2nd 2004,Berkley,288,English,"2,818",3.8,All About Romance (AAR) Annual Reader Poll for Best Alternate Reality Romance & Honorable Mention for Favorite Funny (2005)
1301,The House at Riverton,,Kate Morton,"Historical,Historical Fiction,Fiction,Mystery,Historical,Romance,Gothic,European Literature,British Literature,Adult,Adult Fiction",June 15th 2007,"Pan

            ,",599,English,"8,488",3.93,Australian Book Industry Award (ABIA) for General Fiction and Nominee for Newcomer (2007)
1302,The Truth About Forever,,Sarah Dessen,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Chick Lit,Realistic Fiction,Young Adult,Teen,Young Adult,Young Adult Contemporary,Young Adult,Young Adult Romance",May 11th 2004,Penguin Group Inc.,374,English,"8,515",4.11,"Romantic Times Reviewers' Choice Award (RT Award) for Urban Fantasy (2004),South Carolina Book Award for Young Adult Book Award (2007),Lincoln Award Nominee (2006),Missouri Gateway Readers Award Nominee (2007),Margaret A. Edwards Award (2017)"
1303,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",,Alice Munro,"Short Stories,Fiction,Cultural,Canada,Contemporary,Nobel Prize,Literary Fiction,Literature,Literature,Canadian Literature,Womens",October 8th 2002,"Vintage

            ,",323,English,"1,712",4.05,"Los Angeles Times Book Prize Nominee for Fiction (2001),National Book Critics Circle Award Nominee for Fiction (2001),Commonwealth Writers' Prize for Best Book in Caribbean and Canada (2002),Rogers Writers' Trust Fiction Prize Nominee (2001)"
1304,"The Blood of Olympus (The Heroes of Olympus, #5)","
        (The Heroes of Olympus #5)
",Rick Riordan,"Fantasy,Fantasy,Mythology,Young Adult,Childrens,Middle Grade,Fiction,Adventure,Mythology,Greek Mythology,Fantasy,Urban Fantasy,Childrens",October 7th 2014,Disney-Hyperion Books,516,English,"17,274",4.4,Goodreads Choice Award for Middle Grade & Children's (2014)
1305,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)","
        (The Mysterious Benedict Society #1)
","Trenton Lee Stewart,Carson Ellis","Mystery,Fiction,Childrens,Middle Grade,Young Adult,Fantasy,Childrens,Adventure,Science Fiction,Childrens,Juvenile",March 7th 2007,"Little, Brown and Company",485,English,"11,543",4.18,"E.B. White Read Aloud Award for Older Readers (2008),Massachusetts Children's Book Award (2009),Iowa Children's Choice Award Nominee (2011)"
1306,"Silence (Hush, Hush, #3)","
        (Hush, Hush #3)
",Becca Fitzpatrick,"Young Adult,Fantasy,Paranormal,Angels,Romance,Fantasy,Paranormal,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy",October 4th 2011,Simon & Schuster Books for Young Readers,448,English,"8,476",4.09,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011)
